Nodes;Edges;Sequential Time;OMP 2 THREADS;OMP 3 THREADS;OMP 4 THREADS;
10;22;0.000905;0.001333;0.000495;0.000688;
20;95;0.000192;0.000510;0.000609;0.000628;
40;390;0.000581;0.000797;0.001078;0.000834;
80;1580;0.002535;0.002181;0.002127;0.002464;
160;6360;0.020917;0.012006;0.009978;0.008295;
320;25520;0.190297;0.102294;0.075991;0.061720;
640;102240;3.259466;1.454411;0.989578;0.734520;
1280;409280;68.241615;25.392216;16.926606;12.611725;
2560;1637760;701.734047;265.980977;177.911085;131.518292;
